park_id,name,area_m2,greenspace_type,mean_woody,mean_grass,total_veg_idx,woody_ratio,grass_ratio,structure_cat,condition,clase,comuna,temp_am_c,temp_af_c,temp_pm_c,area_ha,stgohot_decile_mean,woody_decile,temp_decile,length_decile,priority_score,sampling_priority
8,PARQUE MONTEGRANDE,25225.99658343,Urban Park,0.08515524119138718,0.03356429189443588,0.11871953308582306,0.7166771235322037,0.28248126400389467,High Woody Cover,Good condition,PLAZA,LAS CONDES,18.155778884887695,31.273006439208984,29.2109432220459,2.52,NA,5,NA,NA,NA,P5 — Intermediate
9,PARQUE MAPUHUE,52735.25515493,Urban Park,0.15752410888671875,0.061701882630586624,0.21922599151730537,0.7182190664998759,0.281324991186547,High Woody Cover,Good condition,PARQUE,LA PINTANA,17.748960494995117,31.22043228149414,28.290451049804688,5.27,NA,6,NA,NA,NA,P5 — Intermediate
10,PARQUE ARAUCANO,228423.12644204,Urban Park,0.13990502059459686,0.04312006011605263,0.1830250807106495,0.7639861238650136,0.23546780129033967,High Woody Cover,Good condition,PARQUE,LAS CONDES,18.444747924804688,31.26415252685547,29.080278396606445,22.84,NA,8,NA,NA,NA,P5 — Intermediate
11,PARQUE ANDRE JARLAN,111975.38486333,Urban Park,0.16755282878875732,0.04937268793582916,0.2169255167245865,0.772042068220891,0.22749715646794177,High Woody Cover,Good condition,PARQUE,PAC,17.753101348876953,31.464130401611328,28.44976234436035,11.2,NA,9,NA,NA,NA,P5 — Intermediate
12,PARQUE VIOLETA PARRA,26678.54422629,Urban Park,0.10110309720039368,0.036766570061445236,0.1378696672618389,0.7327922086564156,0.2664829943502699,High Woody Cover,Good condition,PARQUE,LO ESPEJO,18.919633865356445,31.47638702392578,28.77468490600586,2.67,NA,7,NA,NA,NA,P5 — Intermediate
13,PARQUE JUAN PABLO II (EX ARAUCANO ORIENTE),75127.77794976,Urban Park,0.18665531277656555,0.05728626251220703,0.24394157528877258,0.7648504667931999,0.2347397669615131,High Woody Cover,Good condition,PARQUE,LAS CONDES,18.12278175354004,30.588220596313477,28.795698165893555,7.51,NA,9,NA,NA,NA,P5 — Intermediate
14,PARQUE GANDARILLAS,68002.30405362,Urban Park,0.17052334547042847,0.03994626924395561,0.21046961471438408,0.8098193355281852,0.1897057621449258,High Woody Cover,Good condition,PARQUE,LAS CONDES,17.334943771362305,30.758365631103516,29.289731979370117,6.8,NA,9,NA,NA,NA,P5 — Intermediate
15,PARQUE PABLO DE ROKHA,24550.63800976,Urban Park,0.07085117697715759,0.027818772941827774,0.09866994991898537,0.7173353538730378,0.28165219243956,High Woody Cover,NA,NA,NA,18.068254470825195,31.088369369506836,28.018117904663086,2.46,NA,5,NA,NA,NA,P5 — Intermediate
18,PARQUE INES DE SUAREZ,44387.83114595,Urban Park,0.10759326070547104,0.04032621160149574,0.14791947230696678,0.7268858551416886,0.2724385580693475,High Woody Cover,Good condition,PARQUE,PROVIDENCIA,18.787416458129883,31.627365112304688,29.360639572143555,4.44,NA,7,NA,NA,NA,P5 — Intermediate
20,PARQUE LA HONDONADA,282343.45165534,Urban Park,0.09146931767463684,0.04184393957257271,0.13331325724720955,0.6856089084546356,0.31364154084805473,High Woody Cover,NA,NA,NA,18.35329246520996,32.087860107421875,30.002756118774414,28.23,NA,2,NA,NA,NA,P5 — Intermediate
21,PARQUE BALMACEDA,60951.99127872,Urban Park,0.11122466623783112,0.04062127321958542,0.15184593945741653,0.7320015699991923,0.26734030119291013,High Woody Cover,Good condition,PARQUE,PROVIDENCIA,20.11966896057129,31.875747680664062,29.40140724182129,6.1,NA,7,NA,NA,NA,P5 — Intermediate
22,PARQUE MONSPARQUE ESCRIBA DE BALAGUER,43125.80409005,Urban Park,0.15264400839805603,0.04846376180648804,0.20110777020454407,0.7586387356854111,0.2408642656156901,High Woody Cover,NA,NA,NA,18.016267776489258,31.52079200744629,29.69695472717285,4.31,NA,8,NA,NA,NA,P5 — Intermediate
26,PARQUE METROPOLITANO CERROS DE CHENA,73746.11020533,Urban Park,0.16512738168239594,0.03976333513855934,0.20489071682095528,0.8055359005677457,0.1939762724635466,High Woody Cover,NA,NA,NA,NA,NA,NA,7.37,NA,9,NA,NA,NA,P5 — Intermediate
28,PARQUE SANTA MARIA/SIN NOMBRE I,17277.69030113,Urban Park,0.10836406797170639,0.037924982607364655,0.14628905057907104,0.7402470850316383,0.259069803768416,High Woody Cover,Good condition,PLAZA,PROVIDENCIA,18.886608123779297,31.572551727294922,29.11515998840332,1.73,NA,8,NA,NA,NA,P5 — Intermediate
